in01	in02	in03	in04	in05	in06	in07	in08	in09	in10	in11	in12	in13	in14	in15	in16	in17	Class
white	0.0089	0.02	0.01	0.06	5.6	0.245	0.25	very sweet	0.032	12	68	0.994	3.31	0.34	med	23.49	no
white	0.0046	0.06	0.07	0.05	6.1	0.22	0.49	very low	0.051	18	87	0.9928	3.3	0.46	low	18.32	no
white	0.0065	0.08	0.02	0.06	8.1	0.24	0.33	very sweet	0.048	46	141	0.9972	3.16	0.48	med	21.1	no
white	0.0013	0.07	0.04	0.04	6.9	0.19	0.38	very low	0.023	30	105	0.99047	3.11	0.38	med	19.17	no
white	0.0084	0.01	0.03	0.06	6.2	0.36	0.38	low	0.031	20	89	0.98956	3.06	0.33	standard	18.7	yes
white	0.0057	0.03	0.05	0.01	7.5	0.21	0.34	very low	0.06	26	111	0.9931	3.51	0.47	med	12.23	no
white	0.0079	0.1	0.03	0.02	6	0.26	0.42	med	0.027	70	178	0.9914	3.4	0.4	standard	21.37	yes
red	0.04	0.15	0.18	0.45	6.9	0.765	0.18	low	0.243	6	48	0.99612	3.4	0.6	med	24.77	no
white	0.0076	0.06	0.07	0.01	6.5	0.18	0.26	very low	0.041	40	141	0.9941	3.34	0.72	low	13.07	no
white	0.008	0.09	0.06	0.04	5.5	0.29	0.3	very low	0.022	20	110	0.98869	3.34	0.38	standard	27.88	yes
red	0.07	0.48	0.36	0.45	7.8	0.58	0.13	low	0.102	17	36	0.9944	3.24	0.53	med	45.33	no
red	0.042	0.43	0.24	0.21	6.6	0.88	0.04	low	0.066	12	20	0.99636	3.53	0.56	low	16	no
red	0.05	0.38	0.2	0.42	6.7	0.62	0.21	very low	0.079	8	62	0.997	3.52	0.58	low	20.59	no
red	0.047	0.34	0.31	0.16	6.4	0.64	0.21	very low	0.081	14	31	0.99689	3.59	0.66	low	31.02	no
white	0.0046	0.01	0.04	0.04	6.6	0.19	0.33	very low	0.035	42	148	0.99196	3.15	0.36	med	13.52	no
white	0.0017	0.1	0.03	0.04	6.2	0.36	0.45	very sweet	0.06	22	184	0.99711	3.31	0.56	low	21.1	no
white	0.0058	0.09	0.02	0.01	6.7	0.38	0.26	very sweet	0.036	35	91	0.9919	2.98	0.37	standard	18.85	no
white	0.0041	0.03	0.02	0.03	6.2	0.3	0.3	low	0.041	29	82	0.99065	3.31	0.61	standard	24.66	yes
white	0.0053	0.07	0.01	0.01	5.7	0.24	0.3	very low	0.03	25	98	0.98968	3.37	0.43	standard	19.4	yes
red	0.055	0.85	0.48	0.3	8.4	0.6	0.1	low	0.085	14	111	0.9964	3.15	0.66	low	11.58	no
red	0.051	0.1	0.24	0.28	12.5	0.38	0.6	low	0.081	31	72	0.9996	3.1	0.73	med	47.41	no
red	0.056	0.6	0.38	0.15	5.6	0.66	0	low	0.066	7	15	0.99256	3.52	0.58	standard	29.27	no
red	0.041	0.48	0.34	0.38	6.1	0.715	0.1	low	0.053	13	27	0.99362	3.57	0.5	standard	18.78	no
white	0.0058	0.07	0.01	0.03	6.4	0.41	0.01	sweet	0.048	20	70	0.99362	3.19	0.42	med	16.75	no
white	0.0068	0.05	0.05	0.05	9.1	0.59	0.38	very low	0.066	34	182	0.9968	3.23	0.38	low	19.28	no
white	0.0058	0.08	0.07	0.03	9.2	0.25	0.34	very low	0.026	31	93	0.9916	2.93	0.37	med	25.46	yes
white	7e-4	0.06	0.01	0.01	6.5	0.25	0.35	very sweet	0.055	47	179	0.998	3.58	0.47	med	25.06	no
white	0.0016	0.07	0.02	0.05	6.9	0.16	0.3	very sweet	0.057	50	185	0.9978	3.39	0.38	low	16.64	no
white	0.0094	0.09	0.01	0.04	4.9	0.33	0.31	very low	0.016	39	150	0.98713	3.33	0.59	high	17.48	yes
white	0.002	0.07	0.08	0.06	7.1	0.24	0.41	very sweet	0.046	39	145	0.9998	3.32	0.39	low	27.7	no
white	0.0094	0.1	0.08	0.05	7	0.39	0.21	very sweet	0.098	13	91	0.99657	3.03	0.47	low	29.63	no
red	0.052	0.53	0.19	0.33	7.6	0.735	0.02	low	0.071	10	14	0.99538	3.51	0.71	standard	15.15	yes
white	0.0035	0.09	0.01	0.02	6.2	0.3	0.33	low	0.037	37	155	0.98987	3.18	0.37	standard	20.14	no
white	0.003	0.03	0.04	0.05	6.6	0.32	0.24	very low	0.06	42	204	0.99512	3.59	0.51	low	18.86	no
white	0.0033	0.1	0.05	0.04	6.5	0.25	0.27	very sweet	0.064	29	140	0.99776	3.2	0.49	med	13.09	no
white	0.0036	0.07	0.05	0.02	6.3	0.35	0.3	med	0.035	8	97	0.9927	3.27	0.41	med	16.62	yes
red	0.052	0.64	0.55	0.26	12.8	0.615	0.66	med	0.083	7	42	1.0022	3.07	0.73	med	14.69	yes
white	0.0087	0.1	0.04	0.05	5.7	0.22	0.22	very sweet	0.044	39	110	0.99855	3.24	0.48	low	25.31	no
red	0.038	0.13	0.25	0.32	9.1	0.28	0.46	very sweet	0.114	3	9	0.99901	3.18	0.6	med	25.05	no
white	0.0012	0.05	0.01	0.02	6.8	0.31	0.19	low	0.086	30	130	0.993	2.83	0.44	low	23.83	no
white	0.004	0.01	0.08	0.02	6.1	0.28	0.22	very low	0.034	32	116	0.9898	3.36	0.44	standard	15.01	no
white	0.0035	0.08	0.06	0.05	6.5	0.28	0.27	med	0.04	44	179	0.9948	3.19	0.69	low	17.73	no
red	0.042	0.1	0.63	0.44	11.1	0.39	0.54	low	0.095	21	101	1.0001	3.13	0.51	low	47.39	no
red	0.068	0.85	0.33	0.44	9.9	0.74	0.19	med	0.111	33	76	0.99878	3.14	0.55	low	23.12	no
red	0.045	0.18	0.58	0.13	6.7	0.67	0.02	very low	0.061	26	42	0.99489	3.39	0.82	med	47.88	no
white	0.0056	0.09	0.07	0.05	7.2	0.24	0.29	low	0.037	37	102	0.992	3.27	0.64	med	24.58	yes
red	0.053	0.15	0.37	0.19	10	0.43	0.33	low	0.095	28	89	0.9984	3.22	0.68	med	11.89	no
red	0.066	0.47	0.11	0.15	7.2	0.725	0.05	med	0.086	4	11	0.9962	3.41	0.39	med	30.72	no
red	0.044	0.42	0.42	0.12	7.7	0.69	0.05	low	0.075	15	27	0.9974	3.26	0.61	low	34.27	no
red	0.053	0.75	0.59	0.29	12.2	0.45	0.49	very low	0.075	3	6	0.9969	3.13	0.63	med	36.64	no
red	0.066	0.65	0.47	0.28	6.6	0.61	0	very low	0.069	4	8	0.99396	3.33	0.37	med	17.86	no
red	0.064	0.56	0.56	0.31	10.8	0.26	0.45	low	0.06	20	49	0.9972	3.13	0.54	low	46.49	no
white	0.0066	0.05	0.08	0.02	9.2	0.15	0.68	very low	0.046	22	130	0.9948	3.02	0.45	med	24.12	no
red	0.053	0.55	0.31	0.11	7.9	0.29	0.49	low	0.096	21	59	0.99714	3.31	0.67	med	12.39	no
white	0.0061	0.07	0.02	0.02	6.3	0.34	0.29	sweet	0.046	29	227	0.9952	3.29	0.53	med	24.2	no
white	0.0052	0.04	0.07	0.04	5.3	0.395	0.07	very low	0.035	26	102	0.992	3.5	0.35	med	18.44	no
white	0.0031	0.09	0.01	0.06	7	0.24	0.3	sweet	0.039	37	125	0.99436	3.2	0.39	low	23.96	no
white	0.0056	0.07	0.04	0.02	6.2	0.38	0.42	low	0.038	34	117	0.99132	3.36	0.59	standard	24.24	yes
white	0.0021	0.06	0.06	0.02	6.3	0.34	0.28	very sweet	0.047	49	198	0.9977	3.23	0.46	low	14.67	no
white	7e-4	0.07	0.07	0.05	7	0.13	0.37	very sweet	0.042	36	105	0.99581	3.05	0.55	med	25.68	no
red	0.036	0.12	0.39	0.33	7.6	0.43	0.4	low	0.082	6	11	0.99538	3.44	0.54	standard	38.99	no
red	0.06	0.36	0.37	0.11	9.5	0.37	0.52	low	0.088	12	51	0.99613	3.29	0.58	med	27.85	no
white	0.006	0.02	0.03	0.04	6.6	0.25	0.32	med	0.039	15	68	0.99163	2.96	0.52	med	27.87	no
white	0.0042	0.02	0.03	0.01	6	0.28	0.35	very low	0.037	16	120	0.9933	3.16	0.69	med	15.69	no
white	0.0023	0.05	0.06	0.05	4.9	0.47	0.17	very low	0.035	60	148	0.98964	3.27	0.35	standard	24.41	no
red	0.039	0.7	0.37	0.26	7.6	0.42	0.25	low	0.104	28	90	0.99784	3.15	0.57	low	13.43	no
white	0.0084	0.06	0.02	0.02	6.7	0.4	0.22	very sweet	0.052	24	113	0.99576	3.22	0.45	low	25.35	no
white	0.0029	0.09	0.07	0.05	7.8	0.2	0.32	med	0.016	31	101	0.99186	2.99	0.39	med	22.57	no
white	8e-4	0.05	0.06	0.03	8.6	0.485	0.29	med	0.026	19	101	0.9918	3.01	0.38	standard	23.31	no
white	7e-4	0.09	0.06	0.01	6.3	0.23	0.22	low	0.039	37	116	0.9927	3.23	0.5	med	17.43	no
white	0.0088	0.03	0.02	0.05	8	0.57	0.39	low	0.034	22	122	0.9917	3.29	0.67	standard	15.12	yes
white	0.002	0.01	0.02	0.05	5.2	0.38	0.26	sweet	0.053	20	103	0.9925	3.27	0.45	standard	16.19	no
white	0.0056	0.1	0.06	0.02	6.1	0.44	0.28	med	0.032	43	132	0.9916	3.26	0.47	med	21.72	yes
white	0.0073	0.01	0.06	0.05	7.7	0.32	0.62	very sweet	0.036	56	153	0.9978	3.13	0.44	low	22.04	no
white	0.0068	0.06	0.03	0.05	7.6	0.2	0.68	very sweet	0.042	56	160	0.99841	3.05	0.41	low	12.18	no
white	0.0031	0.02	0.07	0.05	5.6	0.25	0.26	low	0.037	18	115	0.9904	3.42	0.5	standard	17.53	no
white	0.0042	0.08	0.06	0.01	8.2	0.26	0.49	med	0.04	19	100	0.9941	3.12	0.34	med	16.6	no
white	0.0034	0.1	0.01	0.04	6.9	0.4	0.3	very sweet	0.033	24	87	0.99265	3.15	0.45	standard	24.14	no
red	0.054	0.39	0.43	0.28	6.1	0.21	0.4	very low	0.066	40	165	0.9912	3.25	0.59	standard	22.68	no
white	0.0035	0.09	0.01	0.04	7.8	0.24	0.32	very sweet	0.054	42	138	0.9984	3.01	0.54	low	12.69	no
white	0.0073	0.09	0.01	0.01	7.2	0.16	0.32	very low	0.04	50	121	0.9922	3.27	0.33	med	16.62	no
white	0.0043	0.1	0.03	0.02	8.9	0.3	0.35	med	0.032	32	148	0.99458	3.15	0.45	standard	24.56	yes
white	0.0075	0.1	0.01	0.01	6.6	0.13	0.29	very sweet	0.056	33	95	0.99702	3.17	0.39	low	22.19	no
red	0.06	0.37	0.11	0.23	7	0.45	0.34	low	0.082	16	72	0.998	3.55	0.6	low	45.53	no
white	0.0087	0.09	0.01	0.01	9.2	0.25	0.34	very low	0.026	31	93	0.9916	2.93	0.37	med	28.34	yes
white	0.0023	0.08	0.06	0.04	7.8	0.24	0.38	low	0.058	14	167	0.994	3.21	0.55	low	20.25	no
white	0.0023	0.05	0.02	0.04	6.3	0.2	0.19	very sweet	0.048	54	145	0.99668	3.16	0.42	low	24.28	no
white	3e-4	0.05	0.01	0.03	7.5	0.19	0.49	very low	0.055	19	110	0.9946	3.33	0.44	low	28.54	no
red	0.038	0.54	0.61	0.38	6.5	0.46	0.14	low	0.114	9	37	0.99732	3.66	0.65	low	27.1	no
white	0.0079	0.09	0.06	0.01	6.5	0.43	0.31	low	0.046	19	143	0.99022	3.15	0.34	standard	17.48	yes
white	0.0026	0.06	0.07	0.04	6.1	0.28	0.25	very sweet	0.054	34	189	0.9979	3.25	0.43	low	19.18	no
white	0.002	0.01	0.05	0.05	8.6	0.485	0.29	med	0.026	19	101	0.9918	3.01	0.38	standard	15.23	no
white	0.0061	0.07	0.02	0.01	8	0.27	0.57	very sweet	0.053	18	134	0.99732	3.12	0.68	low	22.75	no
white	0.0061	0.06	0.02	0.05	7.3	0.2	0.44	very low	0.045	21	98	0.9924	3.15	0.46	med	16.89	yes
white	0.0057	0.09	0.04	0.02	6.7	0.18	0.31	very sweet	0.035	42	143	0.99572	3.08	0.49	low	21.08	yes
white	0.0054	0.05	0.01	0.05	7.5	0.28	0.41	very low	0.044	11	126	0.99293	3.28	0.45	med	24.27	no
red	0.069	0.46	0.44	0.39	6.4	0.67	0.08	low	0.045	19	48	0.9949	3.49	0.49	med	23.23	no
white	0.0098	0.1	0.05	0.06	6.4	0.28	0.19	med	0.042	67	181	0.99435	3.31	0.35	med	27.88	no
white	0.004	0.02	0.08	0.02	6.8	0.32	0.18	sweet	0.041	71	223	0.9959	3.14	0.41	low	28.4	no
white	0.0031	0.03	0.06	0.02	6.9	0.24	0.49	very low	0.032	35	148	0.9932	3.45	0.57	med	26.1	yes
white	2e-4	0.04	0.08	0.02	7	0.15	0.28	very sweet	0.051	29	149	0.99792	2.96	0.39	low	12.69	yes
red	0.038	0.12	0.38	0.11	8.3	0.66	0.15	very low	0.079	17	42	0.9972	3.31	0.54	low	32.44	no
red	0.049	0.84	0.32	0.28	7.1	0.62	0.06	very low	0.07	5	12	0.9942	3.17	0.48	low	37.64	no
red	0.046	0.13	0.19	0.25	8	0.25	0.43	very low	0.067	22	50	0.9946	3.38	0.6	standard	38.18	no
white	7e-4	0.05	0.06	0.06	7.2	0.24	0.28	very low	0.032	30	92	0.9914	3.1	0.39	med	17.37	no
white	0.0065	0.07	0.06	0.05	7.5	0.31	0.51	very sweet	0.039	62	204	0.9982	3.06	0.6	low	24.47	no
white	0.0065	0.04	0.07	0.06	6.9	0.28	0.3	very low	0.047	46	132	0.9918	3.35	0.38	med	27.01	yes
white	0.0067	0.09	0.01	0.01	6.4	0.105	0.29	very low	0.035	44	140	0.99142	3.17	0.55	med	21.25	yes
white	0.0013	0.02	0.07	0.05	6.4	0.23	0.27	low	0.042	35	100	0.99094	3.03	0.63	med	29.76	no
white	0.0043	0.01	0.08	0.01	6	0.28	0.52	sweet	0.028	37	104	0.99161	3.28	0.51	standard	15.2	yes
white	0.003	0.03	0.08	0.04	7.2	0.26	0.3	low	0.033	50	158	0.9909	3.33	0.43	standard	21.45	yes
white	0.0055	0.09	0.08	0.03	8.9	0.21	0.37	very low	0.028	20	93	0.99244	3.2	0.37	standard	29.75	no
red	0.046	0.79	0.37	0.3	10.4	0.33	0.63	low	0.084	5	22	0.9998	3.26	0.74	med	22.87	yes
white	0.0024	0.09	0.04	0.03	7.6	0.47	0.49	very sweet	0.239	42	220	0.9988	2.96	0.51	low	28.12	no
red	0.054	0.76	0.64	0.12	8.9	0.24	0.39	very low	0.074	3	10	0.99698	3.12	0.59	low	49.67	no
red	0.04	0.57	0.44	0.2	10.4	0.52	0.45	low	0.08	6	13	0.99774	3.22	0.76	med	24.05	no
white	0.0067	0.04	0.07	0.02	5.9	0.445	0.26	very low	0.027	23	109	0.99148	3.3	0.36	med	22.74	no
white	0.009	0.04	0.03	0.02	5.8	0.2	0.16	very low	0.042	44	99	0.98912	3.23	0.37	standard	29.86	no
white	7e-4	0.04	0.08	0.06	6	0.27	0.26	very low	0.038	32	138	0.99125	3.46	0.43	med	15.2	no
white	8e-4	0.03	0.01	0.02	6	0.34	0.66	very sweet	0.046	26	164	0.9979	3.14	0.5	low	16.23	no
red	0.059	0.6	0.21	0.27	11.5	0.41	0.52	low	0.08	29	55	1.0001	3.26	0.88	med	30.21	no
white	0.0052	0.09	0.01	0.04	8.7	0.23	0.32	very sweet	0.044	35	169	0.99975	3.12	0.47	low	16.7	yes
white	0.0057	0.03	0.03	0.03	6.5	0.29	0.52	sweet	0.049	35	192	0.99551	3.16	0.51	low	28.46	no
white	0.0076	0.04	0.08	0.01	7	0.2	0.35	very sweet	0.037	31	103	0.99388	3.13	0.49	med	17.8	no
white	3e-4	0.08	0.04	0.03	8.6	0.34	0.36	very low	0.045	11	119	0.99556	3.17	0.47	low	28.08	no
white	0.0014	0.01	0.02	0.01	6.4	0.28	0.45	very sweet	0.057	47	223	0.99654	3.16	0.51	low	17.55	no
white	0.0017	0.06	0.04	0.06	6.8	0.25	0.24	very low	0.045	39	164	0.99402	3.53	0.58	med	14.91	no
white	0.0093	0.03	0.04	0.06	6.7	0.54	0.28	med	0.06	21	105	0.9949	3.27	0.37	low	29.83	no
white	0.0034	0.08	0.04	0.05	6.4	0.26	0.22	med	0.037	23	131	0.9944	3.29	0.32	med	20.99	no
white	0.0033	0.1	0.04	0.01	7.6	0.26	0.47	very low	0.068	5	55	0.9944	3.1	0.45	low	16.48	no
white	0.0013	0.01	0.02	0.01	6	0.33	0.26	med	0.051	16	119	0.99416	3.15	0.41	low	28.99	no
white	0.0035	0.08	0.04	0.06	7.3	0.24	0.29	very low	0.037	37	97	0.9926	3.19	0.7	med	20.11	no
white	0.0034	0.01	0.04	0.05	7.2	0.21	0.31	very sweet	0.035	36	122	0.99478	3.12	0.4	med	24.87	no
red	0.043	0.44	0.17	0.26	8.2	0.2	0.43	low	0.076	31	51	0.99672	3.53	0.81	med	17.48	no
white	0.0045	0.09	0.03	0.01	6.6	0.26	0.24	sweet	0.038	28	137	0.9952	3.35	0.6	med	26.82	no
red	0.046	0.64	0.12	0.22	7	0.56	0.17	very low	0.065	15	24	0.99514	3.44	0.68	med	42	yes
white	0.0053	0.06	0.04	0.06	7.9	0.46	0.32	med	0.033	40	138	0.9912	3.18	0.44	standard	15.01	yes
red	0.061	0.34	0.63	0.2	7.5	0.725	0.04	very low	0.076	8	15	0.99508	3.26	0.53	low	29.87	no
red	0.046	0.69	0.37	0.24	6.8	0.63	0.12	low	0.099	16	126	0.9969	3.28	0.61	low	38.87	no
white	0.0037	0.03	0.04	0.04	7.2	0.28	0.54	very sweet	0.045	54	200	0.999	3.08	0.49	low	16.88	no
white	0.0022	0.04	0.03	0.06	5.4	0.3	0.3	very low	0.029	25	93	0.98742	3.31	0.4	high	15.42	yes
red	0.045	0.47	0.39	0.34	8.2	0.34	0.38	low	0.08	12	57	0.9978	3.3	0.47	low	36	no
white	8e-4	0.03	0.03	0.05	6.1	0.22	0.4	very low	0.031	25	111	0.98966	3.03	0.3	standard	21.94	yes
red	0.053	0.5	0.43	0.1	7.4	0.5	0.47	low	0.086	21	73	0.997	3.36	0.57	low	44.21	no
white	0.0011	0.07	0.04	0.03	7.3	0.26	0.32	very low	0.041	29	94	0.98978	3.07	0.45	standard	28.78	no
red	0.037	0.22	0.34	0.26	5	0.4	0.5	med	0.046	29	80	0.9902	3.49	0.66	high	47.21	no
white	7e-4	0.08	0.06	0.04	6.4	0.28	0.41	sweet	0.045	61	216	0.9952	3.09	0.46	low	24.71	no
white	0.0071	0.01	0.06	0.03	8.2	0.68	0.3	low	0.047	17	138	0.995	3.22	0.71	med	13.72	no
white	0.0028	0.08	0.05	0.03	5.9	0.15	0.31	med	0.041	53	155	0.9945	3.52	0.46	med	16.1	no
white	0.0044	0.1	0.07	0.04	6.7	0.24	0.29	sweet	0.038	54	127	0.9932	3.33	0.46	standard	23.05	yes
white	0.0098	0.02	0.04	0.01	6.8	0.21	0.36	very sweet	0.046	32	133	1	3.27	0.48	low	22.09	no
red	0.059	0.79	0.52	0.28	8.4	1.035	0.15	sweet	0.073	11	54	0.999	3.37	0.49	low	49.46	no
white	7e-4	0.07	0.03	0.02	6.7	0.23	0.33	very sweet	0.048	45	176	0.99472	3.11	0.52	med	28.58	no
white	0.0043	0.1	0.05	0.03	7.2	0.5	0	very low	0.034	46	114	0.9932	3.19	0.34	low	15.01	no
red	0.05	0.65	0.29	0.41	9.9	0.35	0.41	low	0.083	11	61	0.9982	3.21	0.5	low	40.61	no
white	0.009	0.09	0.05	0.05	6	0.24	0.34	very low	0.036	52	184	0.99097	3.44	0.44	med	14.96	no
white	4e-4	0.01	0.06	0.02	8.1	0.34	0.28	sweet	0.04	70	230	0.99558	3.14	0.55	low	17.6	no
white	0.007	0.02	0.02	0.02	7	0.3	0.28	low	0.042	21	177	0.99166	3.2	0.57	med	23.35	no
red	0.046	0.26	0.43	0.32	7	0.69	0.07	low	0.091	15	21	0.99572	3.38	0.6	med	46.84	no
white	0.0081	0.02	0.05	0.05	6.6	0.39	0.39	very sweet	0.057	51	221	0.99851	3.26	0.51	low	18.82	no
white	0.0042	0.04	0.05	0.03	6.7	0.31	0.32	very sweet	0.038	6	79	0.99412	3.14	0.34	standard	29.67	no
white	0.0025	0.02	0.08	0.03	6.8	0.33	0.3	low	0.047	35	147	0.9886	3.24	0.56	standard	17.1	no
red	0.059	0.82	0.12	0.1	8	0.705	0.05	very low	0.074	8	19	0.9962	3.34	0.95	med	43.61	no
red	0.065	0.44	0.6	0.27	10	0.56	0.24	low	0.079	19	58	0.9991	3.18	0.56	med	18.92	no
white	0.0058	0.06	0.07	0.03	9.6	0.655	0.21	low	0.039	21	120	0.99188	3	1	standard	18.94	no
white	0.0016	0.05	0.03	0.02	6.1	0.4	0.31	very low	0.048	23	170	0.993	3.22	0.77	low	22.21	no
white	0.0026	0.06	0.01	0.06	7.7	0.44	0.24	very sweet	0.031	41	167	0.9948	3.12	0.43	med	27.52	yes
white	0.003	0.09	0.02	0.01	5.8	0.27	0.2	very sweet	0.044	22	179	0.9962	3.37	0.37	med	26.67	no
white	0.0098	0.08	0.02	0.02	6.4	0.46	0.08	med	0.046	34	144	0.99445	3.1	0.56	med	18.73	no
white	0.0027	0.05	0.01	0.01	6.5	0.33	0.32	very low	0.041	39	120	0.99004	3.06	0.37	standard	27.62	no
white	0.0048	0.05	0.08	0.02	6.7	0.31	0.31	very sweet	0.04	10	175	0.9953	3.46	0.55	med	22.95	no
white	0.0021	0.06	0.03	0.02	7.1	0.2	0.31	sweet	0.053	32	211	0.99587	3.31	0.59	med	23.5	no
red	0.043	0.41	0.14	0.2	7.8	0.57	0.31	very low	0.069	26	120	0.99625	3.29	0.53	low	18.08	no
white	0.0096	0.04	0.06	0.01	7.2	0.23	0.19	very sweet	0.052	47	197	0.99865	3.12	0.53	low	16.25	no
white	0.0035	0.03	0.01	0.05	7	0.23	0.28	low	0.053	16	92	0.99372	3.18	0.56	low	27.05	no
white	0.0071	0.03	0.03	0.04	7.1	0.44	0.27	very sweet	0.057	60	160	0.99257	3.16	0.36	standard	29.82	no
white	0.0085	0.09	0.04	0.05	5.9	0.25	0.27	very low	0.029	37	81	0.9892	3.2	0.46	standard	29.06	no
white	0.0067	0.07	0.07	0.02	6.8	0.23	0.3	sweet	0.044	42	179	0.9946	3.25	0.56	med	20.63	no
white	4e-4	0.05	0.04	0.04	7.2	0.23	0.39	very low	0.053	26	106	0.99166	3.18	0.47	med	21.23	no
red	0.049	0.1	0.14	0.43	8.3	0.625	0.2	very low	0.08	27	119	0.9972	3.16	1.12	low	14.07	no
white	0.0026	0.03	0.08	0.05	6.8	0.24	0.4	very low	0.047	34	105	0.99	3.13	0.49	standard	21.16	yes
white	0.0082	0.09	0.05	0.04	6.9	0.32	0.3	very low	0.036	28	117	0.99269	3.24	0.48	med	15.58	no
white	0.0032	0.03	0.04	0.05	6.7	0.19	0.34	very low	0.022	22	94	0.9912	3.23	0.57	med	24.79	no
red	0.04	0.26	0.11	0.29	10.5	0.43	0.35	low	0.092	24	70	0.99798	3.21	0.69	med	47.51	no
white	0.0065	0.04	0.02	0.03	3.9	0.225	0.4	med	0.03	29	118	0.989	3.57	0.36	standard	27.01	yes
white	0.005	0.05	0.07	0.06	6	0.17	0.21	sweet	0.05	26	134	0.9939	3.08	0.54	low	20.38	no
white	0.0023	0.05	0.05	0.03	7.6	0.27	0.34	med	0.04	18	56	0.99084	3.06	0.48	standard	12.11	no
white	3e-4	0.1	0.05	0.01	7.6	0.48	0.28	very sweet	0.049	57	205	0.99748	3.24	0.45	low	13.23	no
white	0.0027	0.1	0.07	0.03	6	0.3	0.33	low	0.042	31	127	0.98964	3.32	0.42	standard	14.23	no
white	0.0018	0.09	0.04	0.04	6	0.2	0.26	very low	0.033	38	67	0.98954	3.14	0.38	standard	14.13	no
white	0.005	0.05	0.06	0.06	7	0.22	0.26	low	0.036	44	132	0.99078	3.34	0.41	standard	26.12	yes
red	0.069	0.27	0.4	0.17	10.3	0.41	0.42	low	0.213	6	14	0.9994	3.19	0.62	low	35.62	no
white	0.006	0.02	0.04	0.06	6.45	0.14	0.42	very low	0.05	51	129	0.99116	3.27	0.69	med	13.3	yes
white	0.0087	0.09	0.07	0.02	6.6	0.34	0.25	med	0.038	16	121	0.99198	3.36	0.71	standard	20.54	no
white	2e-4	0.01	0.02	0.02	6.4	0.24	0.28	very sweet	0.05	34	163	0.9969	3.31	0.45	low	14.03	no
white	0.0056	0.04	0.02	0.04	7.3	0.145	0.33	very low	0.042	14	64	0.99012	3.1	0.37	standard	21.14	yes
white	0.0016	0.1	0.01	0.01	7.1	0.37	0.32	very low	0.037	27	126	0.9918	3.19	0.62	standard	14.02	no
white	0.0028	0.01	0.05	0.01	7.1	0.44	0.37	low	0.041	35	128	0.9896	3.07	0.43	high	29.46	yes
white	0.0077	0.03	0.01	0.01	7.4	0.24	0.42	very sweet	0.066	48	198	0.9979	2.89	0.42	low	29.08	no
red	0.035	0.35	0.24	0.22	11.1	0.31	0.53	low	0.06	3	10	0.99572	3.02	0.83	med	18.78	yes
white	0.0089	0.03	0.08	0.05	6.9	0.27	0.4	very sweet	0.05	64	227	0.9979	3.18	0.58	low	23.34	no
white	0.0085	0.09	0.06	0.02	6	0.23	0.15	very sweet	0.048	101	207	0.99571	3.05	0.3	low	13.31	no
white	0.0067	0.02	0.06	0.03	8.9	0.33	0.32	very low	0.047	11	200	0.9954	3.19	0.46	low	17.45	no
white	2e-4	0.04	0.08	0.05	6.6	0.4	0.32	very low	0.035	39	84	0.99096	3.59	0.48	standard	18.31	yes
white	0.0071	0.1	0.02	0.06	6.7	0.27	0.69	very low	0.176	36	106	0.99288	2.96	0.43	low	28.82	no
white	0.0012	0.03	0.07	0.03	6.6	0.37	0.07	very low	0.048	58	144	0.9922	3.17	0.38	med	19.44	no
white	0.0051	0.03	0.08	0.02	6.8	0.26	0.26	low	0.019	24	72	0.99041	3.16	0.47	standard	16.47	no
white	3e-4	0.03	0.06	0.01	6.8	0.39	0.34	sweet	0.02	38	133	0.99212	3.18	0.44	standard	18.71	yes
white	0.0013	0.06	0.07	0.06	6.7	0.27	0.69	very low	0.176	36	106	0.99288	2.96	0.43	low	16.9	no
white	0.0049	0.03	0.06	0.01	6.2	0.3	0.21	very low	0.032	31	111	0.9889	2.97	0.42	standard	18.17	no
white	0.0091	0.1	0.02	0.02	6	0.34	0.66	very sweet	0.046	26	164	0.9979	3.14	0.5	low	19.54	no
white	0.0056	0.05	0.04	0.01	6.3	0.26	0.49	very low	0.052	34	134	0.9924	2.99	0.61	low	12.09	no
red	0.069	0.66	0.56	0.27	10.6	0.42	0.48	low	0.065	5	18	0.9972	3.21	0.87	med	49.86	no
red	0.05	0.46	0.12	0.11	8	0.28	0.44	very low	0.081	28	68	0.99501	3.36	0.66	med	20.25	no
white	0.0095	0.01	0.01	0.06	7	0.53	0.02	very low	0.036	39	107	0.993	3.2	0.32	low	28.44	no
white	6e-4	0.06	0.07	0.05	6.4	0.22	0.34	very low	0.023	56	115	0.98958	3.18	0.7	standard	27.07	no
white	0.004	0.08	0.04	0.03	7.5	0.3	0.21	sweet	0.026	33	143	0.99244	2.92	0.35	med	24.35	no
red	0.062	0.58	0.51	0.14	7.4	0.6	0.26	low	0.083	17	91	0.99616	3.29	0.56	low	27.41	no
white	0.0063	0.05	0.06	0.02	6	0.26	0.5	low	0.048	59	153	0.9928	3.08	0.61	low	20.75	no
white	0.0013	0.02	0.05	0.05	6.4	0.45	0.07	very low	0.03	10	131	0.9905	2.97	0.28	med	29.58	no
white	0.0026	0.03	0.05	0.05	7.3	0.26	0.33	very sweet	0.057	48	127	0.99693	3.1	0.55	med	28.65	no
white	0.0032	0.1	0.01	0.03	6.6	0.19	0.28	very low	0.044	38	100	0.9904	3.22	0.69	med	25.66	no
